,Id,PID,Lot Area,Lot Config,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,BsmtFin Type 1,Central Air,Gr Liv Area,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Garage Cars,Paved Drive,SalePrice
1013,2924,923250060,17400,Inside,Mitchel,Norm,1Fam,1Story,5,5,1977,1977,ALQ,Y,1126,2,0,3,1,TA,5,1,2.0,P,160000
1014,1003,527145090,5070,Inside,StoneBr,Norm,TwnhsE,1Story,8,5,1992,1992,Unf,Y,1280,2,0,2,1,Gd,5,0,2.0,Y,180000
1015,1667,527404050,7920,Inside,NAmes,Norm,1Fam,1Story,5,5,1970,2002,ALQ,Y,914,1,0,3,1,Ex,5,0,1.0,Y,133000
1016,2905,923202025,7020,Inside,Mitchel,Norm,Duplex,SFoyer,7,5,1997,1997,GLQ,Y,1368,2,0,2,2,TA,8,0,4.0,Y,215000
1017,921,909276110,7500,Inside,Crawfor,Norm,1Fam,2Story,6,7,1942,1950,BLQ,Y,1494,1,0,3,1,Gd,7,2,1.0,P,177500
1018,1780,528431030,10612,Inside,Somerst,Norm,1Fam,1Story,8,5,2006,2006,GLQ,Y,1534,2,0,3,1,Gd,7,1,2.0,Y,215000
1019,746,903234220,6120,Inside,BrkSide,Norm,1Fam,1.5Fin,5,6,1938,1950,LwQ,Y,1582,2,0,3,1,TA,6,1,1.0,Y,150000
1020,254,906402200,12376,Corner,SawyerW,Norm,1Fam,2Story,7,5,1990,1990,GLQ,Y,3222,3,0,5,1,Gd,11,2,3.0,Y,320000
1021,606,534400050,10004,Inside,NAmes,Norm,1Fam,1Story,6,6,1964,1964,Rec,Y,1516,1,1,3,1,TA,6,0,2.0,Y,167000
1022,2703,904301410,8250,Inside,Edwards,Norm,1Fam,1Story,5,7,1935,1950,NB,N,1032,1,0,2,1,TA,6,1,1.0,Y,125000
1023,1306,902207120,12205,Inside,OldTown,Norm,1Fam,1Story,3,1,1949,1992,Unf,Y,1588,2,0,5,1,TA,6,0,0.0,N,65000
1024,2102,906380010,11175,Corner,CollgCr,Norm,1Fam,1Story,7,5,2007,2007,Unf,Y,1316,2,0,3,1,Gd,6,1,2.0,Y,200141
1025,1784,528435010,9965,FR2,Somerst,Feedr,1Fam,1Story,7,5,2007,2007,Unf,Y,1528,3,2,3,1,Gd,6,1,2.0,Y,235876
1026,941,910204050,8660,Inside,IDOTRR,Norm,1Fam,2Story,5,6,1900,1993,Unf,N,2168,2,0,5,1,Gd,11,0,2.0,Y,123000
1027,2699,904100030,12375,Inside,Sawyer,Feedr,1Fam,1.5Fin,5,5,1951,1951,BLQ,Y,1422,1,0,3,1,TA,7,1,1.0,Y,137500
1028,2127,907135180,8070,Inside,CollgCr,Norm,1Fam,1Story,4,5,1994,1995,GLQ,Y,990,1,0,3,1,TA,5,0,0.0,Y,123600
1029,2607,535401140,8658,Inside,NAmes,Norm,1Fam,1Story,6,5,1965,1965,Rec,Y,1324,2,0,3,1,TA,6,1,2.0,Y,160000
1030,1754,528275035,8063,Inside,Gilbert,Norm,1Fam,2Story,6,5,2000,2000,Unf,Y,1690,2,1,3,1,TA,7,1,2.0,Y,181000
1031,1367,903475020,8235,Inside,OldTown,Feedr,1Fam,1Story,5,7,1955,1995,LwQ,Y,825,1,0,2,1,TA,4,0,2.0,Y,125000
1032,580,534125080,11700,Inside,NWAmes,RRAn,1Fam,2Story,6,6,1968,1968,Rec,Y,1556,1,1,4,1,TA,8,0,2.0,Y,154000
1033,341,924152030,12961,Inside,Mitchel,Norm,1Fam,2Story,6,5,1993,1994,GLQ,Y,1797,2,1,3,1,Gd,7,1,2.0,Y,231000
1034,26,527403020,8450,Inside,NAmes,Norm,1Fam,1Story,5,6,1968,1968,BLQ,Y,1056,1,0,3,1,TA,6,1,1.0,Y,142000
1035,2667,902400110,22950,Inside,OldTown,Artery,1Fam,2.5Fin,10,9,1892,1993,Unf,Y,3608,2,1,4,1,Ex,12,2,3.0,Y,475000
1036,2884,911370430,5748,Inside,Crawfor,Norm,TwnhsE,1Story,8,5,2005,2006,GLQ,Y,1778,2,0,2,1,Ex,5,1,2.0,Y,375000
1037,28,527425090,10500,FR2,NAmes,Norm,1Fam,1Story,4,5,1971,1971,ALQ,Y,864,1,0,3,1,TA,5,1,0.0,Y,115000
1038,531,528488100,7500,Inside,Somerst,Norm,1Fam,1Story,7,5,2004,2005,GLQ,Y,1221,2,0,2,1,Gd,6,0,2.0,Y,185000
1039,2189,908228010,10042,Corner,Edwards,Norm,1Fam,1.5Fin,6,8,1920,1995,LwQ,Y,865,1,0,2,1,TA,4,1,1.0,Y,108500
1040,2508,533212110,2544,Inside,Somerst,Norm,Twnhs,2Story,7,5,2005,2005,Unf,Y,1223,2,1,2,1,Gd,4,0,2.0,Y,147400
1041,573,533223030,3768,FR2,Somerst,Norm,TwnhsE,2Story,7,5,1999,1999,GLQ,Y,1452,2,1,3,1,Gd,6,0,2.0,Y,156000
1042,1363,903455030,10320,Inside,IDOTRR,Norm,1Fam,1.5Fin,5,6,1915,1978,Unf,Y,1308,2,0,2,1,TA,6,0,2.0,Y,120000
1043,487,528290030,9734,Inside,Gilbert,RRAn,1Fam,SLvl,7,5,2004,2004,GLQ,Y,1374,2,1,3,1,Gd,7,0,2.0,Y,167000
1044,1083,528228445,3182,Inside,Blmngtn,Norm,TwnhsE,1Story,7,5,2005,2006,GLQ,Y,1504,2,0,2,1,Gd,7,1,2.0,Y,191000
1045,1620,527110130,8872,Inside,Gilbert,Norm,1Fam,SLvl,6,5,1997,1997,Unf,Y,1384,2,1,3,1,TA,7,1,2.0,Y,161500
1046,1929,535181140,12198,Inside,NAmes,Norm,1Fam,1Story,5,6,1955,1975,Rec,Y,1411,1,0,3,1,TA,7,1,1.0,Y,130000
1047,1820,532354010,8480,Corner,Sawyer,Norm,1Fam,1Story,5,6,1963,1963,GLQ,Y,970,1,0,2,1,TA,5,0,2.0,Y,132500
1048,1398,905300020,10200,Inside,Sawyer,Norm,1Fam,SLvl,5,8,1970,1970,ALQ,Y,904,1,0,3,1,Gd,5,0,3.0,Y,144000
1049,2177,908152180,9555,CulDSac,Edwards,Norm,Duplex,2Story,5,6,1979,1979,NB,Y,2233,2,1,5,2,TA,11,0,2.0,Y,141000
1050,2144,907227100,7200,Inside,CollgCr,Norm,1Fam,1Story,4,8,1972,2006,Rec,Y,875,1,0,3,1,Gd,5,0,2.0,Y,117000
1051,2697,903456090,6780,Inside,IDOTRR,Norm,2fmCon,1.5Fin,6,8,1935,1982,GLQ,N,754,1,0,2,1,TA,5,0,0.0,N,84500
1052,1403,905401060,53227,CulDSac,ClearCr,Norm,1Fam,1Story,4,6,1954,1994,BLQ,Y,1663,1,0,2,1,Gd,6,2,2.0,Y,256000
1053,596,534226120,9100,Inside,NAmes,Norm,1Fam,1Story,5,6,1965,1965,BLQ,Y,925,1,0,2,1,TA,5,0,1.0,Y,117500
1054,922,909276200,9600,Inside,Crawfor,Norm,1Fam,1.5Fin,5,7,1940,1950,Rec,Y,1308,1,1,2,1,TA,7,2,1.0,Y,160000
1055,2065,905201080,14175,Inside,Sawyer,PosA,1Fam,1Story,5,5,1956,1998,Rec,Y,1375,1,0,3,1,TA,6,1,1.0,Y,187000
1056,1710,528166150,14277,Inside,NridgHt,Norm,1Fam,2Story,8,5,2003,2003,GLQ,Y,2385,2,1,3,1,Gd,7,1,3.0,Y,350000
1057,1034,527401130,9000,FR2,NAmes,Norm,Duplex,2Story,5,5,1974,1974,Unf,Y,1792,2,2,4,2,TA,8,0,2.0,Y,133000
1058,1057,528110110,13693,Inside,NridgHt,Norm,1Fam,1Story,8,5,2007,2007,GLQ,Y,2464,2,1,4,1,Ex,9,1,3.0,Y,417500
1059,470,528228295,3635,Inside,Blmngtn,Norm,TwnhsE,1Story,7,5,2007,2007,ALQ,Y,1569,2,0,1,1,Gd,7,1,3.0,Y,175900
1060,819,906340100,10933,Inside,CollgCr,Norm,1Fam,1Story,9,5,2009,2009,GLQ,Y,1680,1,1,1,1,Ex,8,1,3.0,Y,323262
1061,2160,907405130,8450,Inside,CollgCr,Norm,1Fam,1Story,7,5,2003,2003,GLQ,Y,1337,2,0,3,1,Gd,6,0,2.0,Y,185000
1062,2552,534430050,8550,Inside,NAmes,Norm,1Fam,1Story,6,8,1934,1950,BLQ,Y,816,1,0,2,1,TA,4,1,1.0,Y,129800
1063,41,528120100,12182,Corner,NridgHt,Norm,1Fam,1Story,7,5,2005,2005,BLQ,Y,1541,2,0,3,1,Gd,7,1,2.0,Y,220000
1064,742,903231030,6120,Inside,BrkSide,Norm,1Fam,1.5Fin,4,7,1935,1995,Unf,Y,1573,1,0,3,1,Gd,6,0,1.0,Y,133000
1065,686,535454100,10800,Inside,NAmes,Artery,1Fam,1.5Fin,4,7,1949,1996,Unf,Y,1461,2,0,4,1,TA,6,0,1.0,Y,133500
1066,314,914478110,12760,Inside,Mitchel,Norm,Duplex,1Story,6,5,1976,1976,Unf,Y,2048,3,0,5,2,TA,9,0,2.0,Y,170000
1067,1630,527165170,7655,CulDSac,Gilbert,Norm,1Fam,2Story,6,5,1993,1994,Unf,Y,1642,2,1,3,1,TA,7,1,2.0,Y,168000
1068,191,902403070,10560,Inside,OldTown,Norm,1Fam,2Story,6,7,1922,1994,Rec,Y,1470,1,1,2,1,TA,6,0,2.0,Y,140750
1069,1626,527162140,7500,Inside,Gilbert,Norm,1Fam,2Story,6,5,1999,2003,Unf,Y,2299,3,1,5,1,TA,7,1,2.0,Y,204000
1070,59,528292020,9505,CulDSac,Gilbert,Norm,1Fam,2Story,7,5,2001,2001,Unf,Y,2035,2,1,3,1,Gd,8,1,2.0,Y,222500
1071,2632,535478010,10205,Inside,NAmes,Norm,1Fam,SFoyer,5,5,1962,1962,BLQ,Y,999,1,0,3,1,TA,6,0,1.0,Y,134500
1072,1835,533205110,4379,FR2,Somerst,Norm,TwnhsE,1Story,8,5,2004,2004,GLQ,Y,1378,2,0,2,1,Gd,6,1,2.0,Y,214000
1073,2675,903229040,7800,Inside,OldTown,Artery,2fmCon,1.5Fin,5,7,1939,1950,Rec,Y,1118,1,0,3,1,TA,5,1,2.0,Y,119900
1074,1503,908201120,12108,Inside,Edwards,Norm,Duplex,1Story,4,4,1955,1955,ALQ,N,1440,2,0,4,2,Fa,8,0,0.0,Y,118000
1075,1963,535452060,7000,Inside,NAmes,Norm,1Fam,1Story,5,7,1960,2002,Rec,Y,1134,1,0,2,1,TA,6,0,1.0,Y,135000
1076,1352,903400180,13053,Inside,BrkSide,Norm,1Fam,1.5Fin,6,7,1923,2000,Unf,Y,1848,1,1,4,1,Gd,8,1,2.0,N,207000
1077,1519,909175100,8400,Inside,SWISU,Norm,1Fam,1.5Fin,6,5,1925,1950,Rec,Y,1694,2,0,4,1,TA,7,1,2.0,Y,136500
1078,1305,902205140,6000,Corner,OldTown,Norm,1Fam,1Story,4,7,1954,2000,Unf,Y,901,1,0,2,1,TA,4,0,1.0,Y,107900
1079,2014,903231090,6240,Inside,BrkSide,Norm,1Fam,1.5Fin,6,5,1938,1950,LwQ,Y,1409,1,1,3,1,TA,6,1,2.0,Y,126000
1080,1,526301100,31770,Corner,NAmes,Norm,1Fam,1Story,6,5,1960,1960,BLQ,Y,1656,1,0,3,1,TA,7,2,2.0,P,215000
1081,1052,528102110,12474,Inside,NridgHt,Norm,1Fam,2Story,10,5,2007,2008,GLQ,Y,2332,2,1,3,1,Ex,9,1,3.0,Y,426000
1082,622,534478230,9600,Inside,NAmes,Norm,1Fam,1Story,5,7,1950,2007,ALQ,Y,1113,1,0,3,1,Gd,5,1,1.0,Y,147000
1083,913,909251050,8574,Inside,Crawfor,Norm,1Fam,1Story,6,8,1916,2000,Unf,Y,1232,1,0,3,1,Gd,6,1,2.0,Y,147500
1084,1058,528114040,14418,Inside,NridgHt,Norm,1Fam,1Story,9,5,2007,2007,GLQ,Y,1950,2,0,2,1,Ex,7,1,3.0,Y,383000
1085,2348,527354040,10400,Inside,NWAmes,Norm,1Fam,1Story,7,5,1988,1988,GLQ,Y,1872,2,0,3,1,TA,6,1,2.0,Y,241500
1086,1527,909252220,15564,Inside,Crawfor,Norm,1Fam,1.5Fin,6,6,1914,1995,Unf,Y,1264,1,0,3,1,TA,6,0,2.0,Y,147500
1087,1011,527208010,13543,Corner,StoneBr,Norm,1Fam,2Story,8,5,2005,2005,GLQ,Y,2500,3,1,5,1,Ex,9,1,3.0,Y,355000
1088,1332,903225050,6130,Inside,BrkSide,Norm,1Fam,1.5Unf,5,6,1924,1950,ALQ,Y,784,1,0,2,1,Gd,5,0,0.0,Y,109500
1089,709,902205010,5925,Corner,OldTown,Norm,1Fam,1Story,2,4,1940,1950,NB,N,612,1,0,1,1,TA,4,0,1.0,N,45000
1090,209,904100140,24090,Inside,ClearCr,Norm,1Fam,2Story,7,7,1940,1950,Unf,Y,2403,2,0,4,1,TA,10,2,1.0,Y,244400
1091,619,534476150,9600,Inside,NAmes,Norm,1Fam,1Story,6,5,1953,1953,GLQ,Y,1644,1,0,3,1,TA,7,2,2.0,Y,167000
1092,2150,907262020,8158,Inside,CollgCr,Norm,1Fam,2Story,7,5,2002,2002,Unf,Y,1729,2,1,3,1,Gd,7,0,2.0,Y,200000
1093,2704,904302020,5220,Inside,SWISU,Norm,1Fam,1Story,5,3,1936,1950,Unf,Y,879,1,0,2,1,TA,4,0,1.0,P,80000
1094,2839,908275220,8172,Inside,Edwards,Norm,1Fam,1Story,5,7,1955,1990,Rec,Y,864,1,0,2,1,TA,5,0,2.0,N,115000
1095,1242,535178060,9000,Inside,NAmes,Norm,1Fam,1Story,6,5,1956,1956,LwQ,Y,1196,1,0,2,1,TA,6,1,1.0,Y,139000
1096,2714,905107070,7844,Inside,Sawyer,Norm,1Fam,2Story,6,7,1978,1978,ALQ,Y,1400,1,1,3,1,TA,6,1,2.0,Y,149500
1097,799,905480210,9084,Inside,Edwards,Artery,1Fam,2Story,4,5,1940,1950,Unf,Y,1510,1,0,4,1,TA,7,1,1.0,P,108000
1098,1260,535383100,10800,Inside,OldTown,Norm,2fmCon,2Story,4,7,1900,2000,NB,N,1294,2,0,3,2,TA,7,0,0.0,N,106250
1099,2107,906380160,8556,Inside,CollgCr,Norm,1Fam,1Story,7,5,2006,2006,Unf,Y,1240,2,0,2,1,Gd,5,0,3.0,Y,194000
1100,2486,532351060,9100,Inside,Sawyer,RRAe,1Fam,1Story,5,4,1962,1962,LwQ,Y,988,1,0,3,1,TA,6,0,2.0,Y,129500
1101,1911,535101150,8668,Corner,NAmes,Norm,Duplex,1Story,5,5,1968,1968,Unf,Y,1560,2,0,4,2,TA,8,0,3.0,Y,126000
1102,896,908225290,11767,Inside,Edwards,Norm,1Fam,1Story,5,5,1950,1950,Rec,Y,1368,1,0,3,1,TA,6,0,1.0,Y,120000
1103,272,907410080,8400,Inside,CollgCr,Norm,1Fam,1Story,7,5,2004,2005,GLQ,Y,1484,2,0,3,1,Gd,7,0,2.0,Y,213000
1104,2521,533253090,3874,Inside,Greens,Norm,TwnhsE,1Story,8,5,1980,1980,GLQ,Y,1226,1,0,1,1,Gd,4,1,2.0,Y,190000
1105,2324,527158020,8076,Inside,Gilbert,Norm,1Fam,1Story,6,6,1993,1994,GLQ,Y,1169,2,0,3,1,TA,6,1,2.0,Y,183500
1106,1953,535402140,10090,Inside,NAmes,Norm,1Fam,SLvl,7,5,1963,1999,Rec,Y,1651,2,0,4,1,TA,6,2,1.0,Y,172000
1107,887,908102290,8877,Inside,Edwards,Norm,1Fam,1Story,4,6,1938,1958,ALQ,Y,816,1,0,2,1,TA,3,1,1.0,Y,100000
1108,1479,907418010,11058,Corner,CollgCr,Norm,1Fam,1Story,7,6,2007,2007,GLQ,Y,1564,2,0,3,1,Gd,6,0,3.0,Y,218836
1109,1317,902326060,10800,Inside,OldTown,Norm,2fmCon,1.5Fin,6,7,1905,2000,Unf,N,1912,2,0,3,2,TA,7,1,2.0,Y,163000
1110,1750,528235170,10936,Inside,Gilbert,Norm,1Fam,1Story,7,5,2006,2006,Unf,Y,1525,2,1,3,1,Gd,6,1,2.0,Y,206580
1111,2815,907420070,8461,Inside,CollgCr,Norm,1Fam,2Story,6,5,2005,2006,Unf,Y,1456,2,1,3,1,Gd,8,1,2.0,Y,163990
1112,2692,903452090,7518,FR3,IDOTRR,Norm,1Fam,2Story,5,8,1910,2004,Unf,Y,1330,1,0,3,1,TA,7,0,1.0,N,116500
1113,1090,528240050,8010,Inside,Gilbert,Norm,1Fam,2Story,7,5,2002,2003,Unf,Y,1720,2,1,3,1,Gd,7,1,2.0,Y,188000
1114,1912,535102010,10050,Inside,NAmes,Norm,1Fam,SFoyer,5,6,1966,1966,GLQ,Y,1280,2,0,3,1,TA,6,1,2.0,Y,175000
1115,1634,527184020,4740,Inside,StoneBr,Norm,TwnhsE,1Story,8,5,1988,1988,GLQ,Y,1179,2,0,2,1,TA,5,0,2.0,Y,182000
1116,1974,902100010,6978,Inside,OldTown,Artery,1Fam,1Story,5,7,1926,1980,Unf,Y,960,1,0,2,1,TA,5,0,2.0,Y,103000
1117,1764,528327060,11400,Inside,NoRidge,Norm,1Fam,1Story,10,5,2001,2002,GLQ,Y,2633,2,1,2,1,Ex,8,2,3.0,Y,466500
1118,634,535154130,9240,Inside,NAmes,Norm,1Fam,1Story,6,8,1959,1998,ALQ,Y,988,2,0,3,1,Gd,6,0,1.0,Y,149500
1119,1683,527455030,2304,Inside,NPkVill,Norm,Twnhs,1Story,7,7,1978,1978,GLQ,Y,1055,2,0,2,1,TA,4,0,1.0,Y,142500
1120,2199,909251030,7223,Inside,Crawfor,Norm,1Fam,1Story,5,5,1926,1950,BLQ,Y,1422,1,0,3,1,TA,6,0,1.0,Y,136500
1121,2789,907230240,3612,Inside,Landmrk,Norm,Twnhs,2Story,6,5,1993,1994,GLQ,Y,1320,2,1,3,1,TA,5,0,2.0,Y,137000
1122,1018,527301245,12680,Inside,NWAmes,Norm,1Fam,1Story,7,6,1988,1988,GLQ,Y,1688,2,0,2,1,Ex,6,1,2.0,Y,226500
1123,14,527180040,10176,Inside,Gilbert,Norm,1Fam,1Story,7,5,1990,1990,GLQ,Y,1341,1,1,2,1,Gd,5,1,2.0,Y,171500
1124,2782,907200170,10780,Inside,CollgCr,Norm,1Fam,SLvl,5,5,1976,1976,ALQ,Y,954,1,0,3,1,TA,6,0,2.0,Y,132500
1125,2626,535454050,8544,Inside,NAmes,Norm,Duplex,1Story,3,4,1949,1950,NB,N,1040,2,0,2,2,TA,6,0,2.0,Y,87500
1126,1175,533234020,10646,Corner,Somerst,Norm,1Fam,2Story,7,5,2001,2001,GLQ,Y,1789,2,1,3,1,TA,7,1,2.0,Y,223000
1127,1232,535105060,8400,Inside,NAmes,Norm,1Fam,1Story,6,9,1962,2005,Unf,Y,1537,1,1,3,1,Gd,7,1,2.0,Y,174000
1128,2590,535325450,15428,Inside,NAmes,Norm,1Fam,1Story,5,6,1951,1991,Rec,Y,884,1,0,2,1,TA,4,0,1.0,Y,142000
1129,2463,528477030,11216,Inside,Somerst,Norm,1Fam,1Story,8,5,2006,2006,Unf,Y,1489,2,0,3,1,Gd,7,1,2.0,Y,232600
1130,2358,527377030,10140,Inside,NWAmes,Norm,1Fam,1Story,6,6,1974,1999,ALQ,Y,1309,1,1,3,1,Gd,5,1,2.0,Y,181000
1131,2911,923225260,3964,Inside,MeadowV,Norm,TwnhsE,2Story,6,4,1973,1973,ALQ,Y,2521,2,1,5,1,TA,10,1,2.0,Y,151400
1132,1699,528112150,11428,Inside,NridgHt,Norm,1Fam,1Story,8,5,2006,2006,Unf,Y,1634,2,0,3,1,Gd,7,1,3.0,Y,250000
1133,115,534152100,10421,Inside,NWAmes,Norm,1Fam,2Story,7,5,1988,1988,GLQ,Y,1714,2,1,3,1,TA,7,1,2.0,Y,196500
1134,1998,902330090,13500,Corner,OldTown,Norm,1Fam,2.5Unf,7,8,1879,1987,Unf,Y,2454,2,0,3,1,TA,8,1,2.0,N,185000
1135,589,534129380,9000,Inside,NWAmes,Feedr,1Fam,1Story,6,5,1969,1969,BLQ,Y,1216,1,0,3,1,TA,5,0,1.0,Y,113000
1136,1641,527252070,8089,Inside,StoneBr,Norm,1Fam,1Story,8,6,2007,2007,GLQ,Y,1419,2,0,2,1,Gd,7,1,2.0,Y,392000
1137,2821,908103320,9400,CulDSac,Edwards,Norm,Duplex,SFoyer,6,5,1975,1975,GLQ,Y,980,2,0,4,0,TA,4,0,0.0,Y,127500
1138,1846,533221060,2117,Inside,Somerst,Norm,Twnhs,2Story,6,5,2000,2000,GLQ,Y,1573,2,1,3,1,Gd,4,0,2.0,Y,177000
1139,1805,528482030,10625,Inside,Somerst,Norm,1Fam,2Story,6,5,2004,2004,Unf,Y,2443,2,1,4,1,Gd,9,1,3.0,Y,265000
1140,1853,533244040,8413,Inside,Somerst,Norm,1Fam,2Story,8,5,1998,1998,GLQ,Y,2362,2,1,3,1,Gd,8,2,2.0,Y,312500
1141,1321,902401120,13500,Inside,OldTown,Artery,1Fam,2.5Unf,10,9,1893,2000,Unf,Y,2775,3,1,3,1,Gd,9,1,2.0,Y,325000
1142,564,532478020,15676,Inside,Veenker,Norm,1Fam,1Story,8,8,1980,1980,ALQ,Y,2014,2,0,2,1,Gd,6,2,3.0,Y,275000
1143,1771,528358040,9950,Inside,NoRidge,Norm,1Fam,2Story,7,5,1995,1995,GLQ,Y,2520,2,1,4,1,Gd,9,1,3.0,Y,290000
1144,90,532479070,15410,CulDSac,Sawyer,RRNe,1Fam,1Story,6,6,1974,2002,BLQ,Y,1494,2,0,3,1,TA,7,2,2.0,Y,169000
1145,2684,903235020,6000,Inside,BrkSide,Norm,1Fam,1Story,5,7,1921,1950,LwQ,Y,616,1,0,2,1,TA,4,0,1.0,Y,89000
1146,13,527166040,8402,Inside,Gilbert,Norm,1Fam,2Story,6,5,1998,1998,Unf,Y,1465,2,1,3,1,TA,7,1,2.0,Y,180400
1147,445,528142130,10655,Inside,NridgHt,Norm,1Fam,1Story,8,5,2003,2004,GLQ,Y,1629,2,0,3,1,Gd,7,1,3.0,Y,284000
1148,1914,535106140,10150,Inside,NAmes,Feedr,1Fam,1Story,5,5,1958,1958,Rec,Y,912,1,0,2,1,TA,5,0,1.0,Y,114500
1149,2811,907410110,10084,Inside,CollgCr,Norm,1Fam,1Story,7,5,2005,2006,GLQ,Y,1552,2,0,3,1,Gd,7,0,3.0,Y,212900
1150,850,907194110,16285,Inside,CollgCr,Norm,1Fam,1Story,7,5,2001,2002,Unf,Y,1430,2,0,3,1,Gd,6,0,2.0,Y,187100
1151,1844,533213140,3230,Corner,Somerst,Norm,TwnhsE,2Story,6,5,1999,1999,GLQ,Y,1458,2,1,2,1,TA,5,1,2.0,Y,176000
1152,2225,909428340,21579,CulDSac,Crawfor,Norm,1Fam,1Story,6,6,1968,1968,BLQ,Y,1488,2,0,3,1,TA,7,2,2.0,Y,215000
1153,1477,907412080,8320,Inside,CollgCr,Norm,1Fam,2Story,7,5,2004,2004,GLQ,Y,1582,2,1,3,1,Gd,6,0,2.0,Y,185900
1154,399,527405160,6960,Inside,NAmes,Norm,1Fam,1Story,4,6,1970,1970,ALQ,Y,864,1,0,3,1,Gd,5,0,2.0,Y,120500
1155,2431,528231050,21930,Inside,Gilbert,RRAn,1Fam,2Story,5,5,2005,2005,Unf,Y,1838,2,1,4,1,TA,7,1,2.0,Y,192140
1156,1605,923277030,6600,Inside,Mitchel,Norm,1Fam,1Story,5,9,1982,2008,ALQ,Y,816,1,0,3,1,Gd,5,1,1.0,Y,130500
1157,897,908225370,8405,Inside,Edwards,Norm,1Fam,1.5Fin,4,3,1945,1950,NB,N,1529,2,0,4,1,TA,9,0,1.0,N,98000
1158,1426,906412010,11778,Inside,CollgCr,Norm,1Fam,1Story,9,5,2008,2008,GLQ,Y,2276,2,0,3,1,Ex,7,2,3.0,Y,475000
1159,2240,910204090,8967,Corner,IDOTRR,Norm,1Fam,1Story,5,2,1920,1950,Unf,Y,1077,1,0,2,1,TA,6,0,1.0,N,67000
1160,1706,528144050,10562,Inside,NridgHt,Norm,1Fam,2Story,8,5,2007,2007,GLQ,Y,2161,1,1,3,1,Ex,8,1,3.0,Y,325624
1161,2252,914460110,12864,CulDSac,Mitchel,Norm,1Fam,1Story,7,5,2002,2002,GLQ,Y,1409,1,1,1,1,Gd,4,1,2.0,Y,245000
1162,1136,531375110,13695,Inside,SawyerW,RRAe,1Fam,1Story,5,5,2004,2004,GLQ,Y,1114,1,1,3,1,Gd,6,0,2.0,Y,159000
1163,1877,534204120,10289,Inside,NAmes,Norm,1Fam,1Story,5,7,1965,1965,ALQ,Y,1073,1,1,3,1,TA,6,0,2.0,Y,156000
1164,424,528106020,15431,Inside,NridgHt,Norm,1Fam,1Story,10,5,2008,2008,GLQ,Y,2402,2,0,2,1,Ex,10,2,3.0,Y,555000
1165,1182,533251120,11120,CulDSac,Veenker,Norm,1Fam,1Story,6,6,1984,1984,BLQ,Y,1232,2,0,3,1,TA,6,0,2.0,Y,162500
1166,2750,906225180,9069,Inside,SawyerW,Norm,Duplex,SFoyer,6,8,1993,1993,LwQ,Y,1440,2,0,2,2,Gd,8,0,4.0,Y,224500
1167,1016,527276040,47280,Inside,Gilbert,Norm,1Fam,1Story,6,5,1950,1950,Unf,Y,1488,2,1,3,1,TA,6,1,2.0,Y,133000
1168,2436,528250060,7875,Inside,Gilbert,Norm,1Fam,2Story,7,5,2003,2003,Unf,Y,1509,2,1,3,1,Gd,8,1,2.0,Y,180000
1169,1607,923277080,6600,Inside,Mitchel,Norm,1Fam,1Story,5,6,1982,2005,GLQ,Y,845,1,0,3,1,Gd,6,0,1.0,Y,134500
1170,2337,527216050,13682,CulDSac,StoneBr,Norm,1Fam,2Story,10,5,2006,2006,Unf,Y,2945,3,1,3,1,Gd,10,1,3.0,Y,438780
1171,1233,535105090,9150,Corner,NAmes,Norm,1Fam,SLvl,6,5,1962,1962,GLQ,Y,1431,1,0,3,1,TA,6,1,1.0,Y,165000
1172,419,527455240,7150,Inside,NAmes,Norm,1Fam,1Story,5,5,1967,1967,BLQ,Y,892,1,0,3,1,TA,5,0,1.0,Y,100000
1173,633,535154060,12285,Inside,NAmes,Norm,1Fam,1Story,7,6,1960,1960,BLQ,Y,1329,1,1,3,1,TA,5,2,2.0,Y,176000
1174,2722,905200340,17920,Inside,Sawyer,Norm,1Fam,1Story,5,4,1955,1974,ALQ,Y,1779,1,1,3,1,TA,6,1,2.0,Y,170000
1175,469,528228290,3684,Inside,Blmngtn,Norm,TwnhsE,1Story,7,5,2007,2007,Unf,Y,1555,2,0,2,1,Gd,7,1,3.0,Y,174000
1176,1365,903456130,7006,Inside,IDOTRR,Norm,1Fam,1.5Fin,6,6,1925,1950,Rec,Y,1236,2,0,3,1,TA,6,1,1.0,Y,127000
1177,1098,528294060,8390,Inside,Gilbert,Norm,1Fam,2Story,7,5,1999,1999,Unf,Y,1651,2,1,3,1,TA,7,1,2.0,Y,185900
1178,711,902206260,5784,Inside,OldTown,Artery,1Fam,1Story,5,8,1938,1996,Unf,Y,886,1,0,2,1,TA,4,0,1.0,Y,91300
1179,2808,907405030,9135,Inside,CollgCr,Norm,1Fam,1Story,6,5,2003,2003,GLQ,Y,1700,2,0,3,1,Gd,7,0,2.0,Y,200000
1180,1959,535450310,10496,Inside,NAmes,Artery,1Fam,1.5Fin,6,6,1949,1950,Rec,Y,1846,2,0,3,1,TA,7,1,1.0,Y,143000
